id_str,ra,dec,z,anillos,dataset,ring_class,ring_class_0,ring_class_1,ring_class_2,ring_class_3,inner_ring,outer_ring,file_loc,file_rel,validation_status
1237649920040042665,16.425325,14.734467,0.04043997,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649920040042665_0.fits,Images/1237649920040042665_0.fits,ok
1237649920575799438,13.712063,15.278116,0.0379841,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649920575799438_0.fits,Images/1237649920575799438_0.fits,ok
1237650795678400657,135.36399,-0.41842586,0.05290393,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237650795678400657_0.fits,Images/1237650795678400657_0.fits,ok
1237649954406203529,25.879959,14.397106,0.02407212,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649954406203529_0.fits,Images/1237649954406203529_0.fits,ok
1237648720152625168,169.98106,-0.87999127,0.02454603,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648720152625168_0.fits,Images/1237648720152625168_0.fits,ok
1237648705653833867,190.22348,1.0083456,0.02290753,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648705653833867_0.fits,Images/1237648705653833867_0.fits,ok
1237648704594182574,222.51551,0.09749601,0.04032281,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704594182574_0.fits,Images/1237648704594182574_0.fits,ok
1237648675606430099,245.08664,1.2284296,0.03223962,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648675606430099_0.fits,Images/1237648675606430099_0.fits,ok
1237648721227677751,172.99427,-0.050320765,0.0398448,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721227677751_0.fits,Images/1237648721227677751_0.fits,ok
1237648705141015074,245.17725,0.51615416,0.04720536,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648705141015074_0.fits,Images/1237648705141015074_0.fits,ok
1237648704602243187,240.86912,0.036316304,0.04142144,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704602243187_0.fits,Images/1237648704602243187_0.fits,ok
1237648720159178780,184.95111,-0.87544247,0.03960438,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648720159178780_0.fits,Images/1237648720159178780_0.fits,ok
1237648722301419653,173.05609,0.81927396,0.01953857,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722301419653_0.fits,Images/1237648722301419653_0.fits,ok
1237648722301419657,173.09101,0.80474598,0.0199593,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722301419657_0.fits,Images/1237648722301419657_0.fits,ok
1237648722308759778,189.79746,0.71748173,0.01695743,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722308759778_0.fits,Images/1237648722308759778_0.fits,ok
1237648721763827882,171.32464,0.35050056,0.04020492,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721763827882_0.fits,Images/1237648721763827882_0.fits,ok
1237648721764089867,171.90303,0.39523918,0.04912869,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721764089867_0.fits,Images/1237648721764089867_0.fits,ok
1237648722300567644,171.07768,0.64372568,0.0263642,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722300567644_0.fits,Images/1237648722300567644_0.fits,ok
1237648720164421644,196.91499,-0.94120963,0.01833919,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648720164421644_0.fits,Images/1237648720164421644_0.fits,ok
1237648702979178595,212.48481,-1.2400456,0.02465962,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648702979178595_0.fits,Images/1237648702979178595_0.fits,ok
1237648702977409073,208.37795,-1.0505491,0.02339094,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648702977409073_0.fits,Images/1237648702977409073_0.fits,ok
1237648722295914556,160.47247,0.7931804,0.01879655,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722295914556_0.fits,Images/1237648722295914556_0.fits,ok
1237648721757929562,157.94053,0.38794872,0.02836903,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721757929562_0.fits,Images/1237648721757929562_0.fits,ok
1237648721758519438,159.23906,0.22972839,0.02922444,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721758519438_0.fits,Images/1237648721758519438_0.fits,ok
1237650370484437174,185.72665,-2.6691193,0.06233786,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237650370484437174_0.fits,Images/1237650370484437174_0.fits,ok
1237648704051478591,209.1036,-0.24753169,0.02975641,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704051478591_0.fits,Images/1237648704051478591_0.fits,ok
1237648704051675158,209.52939,-0.39245012,0.02957562,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704051675158_0.fits,Images/1237648704051675158_0.fits,ok
1237648704578257089,186.11382,0.15285422,0.02549985,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704578257089_0.fits,Images/1237648704578257089_0.fits,ok
1237648721761992931,167.17042,0.3917855,0.02531278,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721761992931_0.fits,Images/1237648721761992931_0.fits,ok
1237648720678158635,144.10962,-0.57136802,0.01268636,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648720678158635_0.fits,Images/1237648720678158635_0.fits,ok
1237648720678551818,144.95767,-0.56153035,0.03028763,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648720678551818_0.fits,Images/1237648720678551818_0.fits,ok
1237651250430148615,209.56198,62.213305,0.07159959,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651250430148615_0.fits,Images/1237651250430148615_0.fits,ok
1237651250429296749,205.64771,62.889698,0.03100145,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651250429296749_0.fits,Images/1237651250429296749_0.fits,ok
1237648721763303647,170.20541,0.39019296,0.02449388,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721763303647_0.fits,Images/1237648721763303647_0.fits,ok
1237648722834751727,165.00438,1.1122512,0.03891089,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722834751727_0.fits,Images/1237648722834751727_0.fits,ok
1237648722830426252,155.06966,1.2040698,0.06591275,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722830426252_0.fits,Images/1237648722830426252_0.fits,ok
1237648704588153022,208.68607,0.11509863,0.02983897,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704588153022_0.fits,Images/1237648704588153022_0.fits,ok
1237648704596279527,227.20688,0.17804492,0.05399495,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704596279527_0.fits,Images/1237648704596279527_0.fits,ok
1237648704059670794,227.90416,-0.27293268,0.05024774,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704059670794_0.fits,Images/1237648704059670794_0.fits,ok
1237648704057573661,223.04598,-0.25611702,0.04321273,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704057573661_0.fits,Images/1237648704057573661_0.fits,ok
1237648720163111002,193.90373,-0.88374495,0.02267708,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648720163111002_0.fits,Images/1237648720163111002_0.fits,ok
1237648722830688271,155.60052,1.1982575,0.02162867,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722830688271_0.fits,Images/1237648722830688271_0.fits,ok
1237651249896095765,220.85597,58.887675,0.0390688,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651249896095765_0.fits,Images/1237651249896095765_0.fits,ok
1237648703522603269,227.37579,-0.77116755,0.03777028,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648703522603269_0.fits,Images/1237648703522603269_0.fits,ok
1237648704049119426,203.76894,-0.30638555,0.08613902,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704049119426_0.fits,Images/1237648704049119426_0.fits,ok
1237648704583303375,197.68629,0.032083396,0.04100105,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704583303375_0.fits,Images/1237648704583303375_0.fits,ok
1237651192423710756,114.6521,37.633507,0.01300423,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651192423710756_0.fits,Images/1237651192423710756_0.fits,ok
1237648722843992228,186.04935,1.2130169,0.02657746,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722843992228_0.fits,Images/1237648722843992228_0.fits,ok
1237651250974949571,237.88413,52.048147,0.03679206,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651250974949571_0.fits,Images/1237651250974949571_0.fits,ok
1237650372093673646,182.63408,-1.3142488,0.0342493,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237650372093673646_0.fits,Images/1237650372093673646_0.fits,ok
1237648702972625038,197.42118,-1.0482723,0.02443011,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648702972625038_0.fits,Images/1237648702972625038_0.fits,ok
1237648702972297393,196.77353,-1.1768512,0.01865457,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648702972297393_0.fits,Images/1237648702972297393_0.fits,ok
1237648704046563336,197.85979,-0.24973076,0.01277295,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704046563336_0.fits,Images/1237648704046563336_0.fits,ok
1237648722849104090,197.74426,1.1451442,0.03567892,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722849104090_0.fits,Images/1237648722849104090_0.fits,ok
1237648722299715771,169.10371,0.78188274,0.0459212,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722299715771_0.fits,Images/1237648722299715771_0.fits,ok
1237651252044497024,226.09362,59.125375,0.02729045,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651252044497024_0.fits,Images/1237651252044497024_0.fits,ok
1237651251484491984,127.50842,49.686053,0.02379248,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651251484491984_0.fits,Images/1237651251484491984_0.fits,ok
1237651191352590533,119.94373,42.257417,0.04360098,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651191352590533_0.fits,Images/1237651191352590533_0.fits,ok
1237650760244854900,184.03553,-3.570129,0.01716441,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237650760244854900_0.fits,Images/1237650760244854900_0.fits,ok
1237650760782315636,185.36089,-3.2197958,0.09335933,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237650760782315636_0.fits,Images/1237650760782315636_0.fits,ok
1237648721759895572,162.32081,0.32934592,0.04061377,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648721759895572_0.fits,Images/1237648721759895572_0.fits,ok
1237651251511951475,238.79549,52.168505,0.03717978,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651251511951475_0.fits,Images/1237651251511951475_0.fits,ok
1237648722844581994,187.34018,1.0569309,0.02318845,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722844581994_0.fits,Images/1237648722844581994_0.fits,ok
1237651190285336618,135.11251,53.065953,0.07177694,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651190285336618_0.fits,Images/1237651190285336618_0.fits,ok
1237648703527649617,238.8785,-0.8271659,0.02414819,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648703527649617_0.fits,Images/1237648703527649617_0.fits,ok
1237650761855271025,183.66775,-2.4484036,0.02522332,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237650761855271025_0.fits,Images/1237650761855271025_0.fits,ok
1237651250979340465,247.67228,44.513458,0.03160796,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651250979340465_0.fits,Images/1237651250979340465_0.fits,ok
1237651190821617890,133.14839,52.366467,0.04135792,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651190821617890_0.fits,Images/1237651190821617890_0.fits,ok
1237651191358685232,133.10044,52.998978,0.04141199,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651191358685232_0.fits,Images/1237651191358685232_0.fits,ok
1237648722311315609,195.68137,0.66385173,0.04072757,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722311315609_0.fits,Images/1237648722311315609_0.fits,ok
1237648705137672366,237.6007,0.56916892,0.05483134,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648705137672366_0.fits,Images/1237648705137672366_0.fits,ok
1237649962454417519,48.325153,-7.4951313,0.0640671,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649962454417519_0.fits,Images/1237649962454417519_0.fits,ok
1237649962454941712,49.472618,-7.2978286,0.01751257,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649962454941712_0.fits,Images/1237649962454941712_0.fits,ok
1237648703516770428,214.12061,-0.74389339,0.04874202,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648703516770428_0.fits,Images/1237648703516770428_0.fits,ok
1237648722833965080,163.1192,1.0614186,0.03902899,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722833965080_0.fits,Images/1237648722833965080_0.fits,ok
1237651251513786545,243.12559,48.98355,0.05708054,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651251513786545_0.fits,Images/1237651251513786545_0.fits,ok
1237649918434148467,27.338157,12.715041,0.03350778,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649918434148467_0.fits,Images/1237649918434148467_0.fits,ok
1237648705122074764,201.90897,0.44855942,0.03647168,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648705122074764_0.fits,Images/1237648705122074764_0.fits,ok
1237648720707059790,210.17899,-0.50570135,0.01155612,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648720707059790_0.fits,Images/1237648720707059790_0.fits,ok
1237649920041287864,19.372106,14.702509,0.03783806,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649920041287864_0.fits,Images/1237649920041287864_0.fits,ok
1237651271884538006,123.20822,47.442677,0.03959389,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651271884538006_0.fits,Images/1237651271884538006_0.fits,ok
1237649918971216048,27.874667,13.1317,0.01612927,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649918971216048_0.fits,Images/1237649918971216048_0.fits,ok
1237651191888281850,117.41035,40.186327,0.04050322,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651191888281850_0.fits,Images/1237651191888281850_0.fits,ok
1237651251513852008,243.31203,48.860328,0.0585844,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651251513852008_0.fits,Images/1237651251513852008_0.fits,ok
1237649918969118853,22.92618,13.582151,0.04417825,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649918969118853_0.fits,Images/1237649918969118853_0.fits,ok
1237649918969381002,23.531473,13.491836,0.06150585,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649918969381002_0.fits,Images/1237649918969381002_0.fits,ok
1237648705120763908,198.89888,0.49220969,0.01018117,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648705120763908_0.fits,Images/1237648705120763908_0.fits,ok
1237649954404761730,22.571542,14.655157,0.02388938,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649954404761730_0.fits,Images/1237649954404761730_0.fits,ok
1237649963527504123,46.750031,-6.7551091,0.0286415,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649963527504123_0.fits,Images/1237649963527504123_0.fits,ok
1237651250972852227,231.96064,55.437046,0.01103848,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237651250972852227_0.fits,Images/1237651250972852227_0.fits,ok
1237648705130004781,220.1224,0.58409814,0.03717615,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648705130004781_0.fits,Images/1237648705130004781_0.fits,ok
1237648704049053815,203.64812,-0.35324483,0.01264066,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704049053815_0.fits,Images/1237648704049053815_0.fits,ok
1237648722318000335,210.93446,0.81382506,0.04318966,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722318000335_0.fits,Images/1237648722318000335_0.fits,ok
1237648722854477942,209.94174,1.0758052,0.04900636,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648722854477942_0.fits,Images/1237648722854477942_0.fits,ok
1237649920041484410,19.783273,14.598786,0.03769785,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649920041484410_0.fits,Images/1237649920041484410_0.fits,ok
1237649920578289724,19.691053,14.993254,0.02292254,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237649920578289724_0.fits,Images/1237649920578289724_0.fits,ok
1237648704052527246,211.50592,-0.3105403,0.02454863,0,original,0,1.0,0.0,0.0,0.0,0,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\1237648704052527246_0.fits,Images/1237648704052527246_0.fits,ok
