objID,ra,dec,z,anillos
1237648675606430099,245.08664,1.2284296,0.03223962,0.0
1237648721227677751,172.99427,-0.050320765,0.0398448,0.0
1237648705141015074,245.17725,0.51615416,0.04720536,0.0
1237648704602243187,240.86912,0.036316304,0.04142144,0.0
1237648720159178780,184.95111,-0.87544247,0.03960438,0.0
1237648722301419653,173.05609,0.81927396,0.01953857,0.0
1237648722301419657,173.09101,0.80474598,0.0199593,0.0
1237648722308759778,189.79746,0.71748173,0.01695743,0.0
1237648721763827882,171.32464,0.35050056,0.04020492,0.0
1237648721764089867,171.90303,0.39523918,0.04912869,0.0
1237648722300567644,171.07768,0.64372568,0.0263642,0.0
1237648720164421644,196.91499,-0.94120963,0.01833919,0.0
1237648702979178595,212.48481,-1.2400456,0.02465962,0.0
1237648702977409073,208.37795,-1.0505491,0.02339094,0.0
1237648722295914556,160.47247,0.7931804,0.01879655,0.0
1237648721757929562,157.94053,0.38794872,0.02836903,0.0
1237648721758519438,159.23906,0.22972839,0.02922444,0.0
1237650370484437174,185.72665,-2.6691193,0.06233786,0.0
1237648704051478591,209.1036,-0.24753169,0.02975641,0.0
1237648704051675158,209.52939,-0.39245012,0.02957562,0.0
1237648704578257089,186.11382,0.15285422,0.02549985,0.0
1237648721761992931,167.17042,0.3917855,0.02531278,0.0
1237648720678158635,144.10962,-0.57136802,0.01268636,0.0
1237648720678551818,144.95767,-0.56153035,0.03028763,0.0
1237651250430148615,209.56198,62.213305,0.07159959,0.0
1237651250429296749,205.64771,62.889698,0.03100145,0.0
1237648721763303647,170.20541,0.39019296,0.02449388,0.0
1237648722834751727,165.00438,1.1122512,0.03891089,0.0
1237648722830426252,155.06966,1.2040698,0.06591275,0.0
1237648704588153022,208.68607,0.11509863,0.02983897,0.0
1237648704596279527,227.20688,0.17804492,0.05399495,0.0
1237648704059670794,227.90416,-0.27293268,0.05024774,0.0
1237648704057573661,223.04598,-0.25611702,0.04321273,0.0
1237648720163111002,193.90373,-0.88374495,0.02267708,0.0
1237648722830688271,155.60052,1.1982575,0.02162867,0.0
1237651249896095765,220.85597,58.887675,0.0390688,0.0
1237648703522603269,227.37579,-0.77116755,0.03777028,0.0
1237648704049119426,203.76894,-0.30638555,0.08613902,0.0
1237648704583303375,197.68629,0.032083396,0.04100105,0.0
1237651192423710756,114.6521,37.633507,0.01300423,0.0
1237648722843992228,186.04935,1.2130169,0.02657746,0.0
1237651250974949571,237.88413,52.048147,0.03679206,0.0
1237650372093673646,182.63408,-1.3142488,0.0342493,0.0
1237648702972625038,197.42118,-1.0482723,0.02443011,0.0
1237648702972297393,196.77353,-1.1768512,0.01865457,0.0
1237648704046563336,197.85979,-0.24973076,0.01277295,0.0
1237648722849104090,197.74426,1.1451442,0.03567892,0.0
1237648722299715771,169.10371,0.78188274,0.0459212,0.0
1237651252044497024,226.09362,59.125375,0.02729045,0.0
1237651251484491984,127.50842,49.686053,0.02379248,0.0
1237651191352590533,119.94373,42.257417,0.04360098,0.0
1237650760244854900,184.03553,-3.570129,0.01716441,0.0
1237650760782315636,185.36089,-3.2197958,0.09335933,0.0
1237648721759895572,162.32081,0.32934592,0.04061377,0.0
1237651251511951475,238.79549,52.168505,0.03717978,0.0
1237648722844581994,187.34018,1.0569309,0.02318845,0.0
1237651190285336618,135.11251,53.065953,0.07177694,0.0
1237648703527649617,238.8785,-0.8271659,0.02414819,0.0
1237650761855271025,183.66775,-2.4484036,0.02522332,0.0
1237651250979340465,247.67228,44.513458,0.03160796,0.0
1237651190821617890,133.14839,52.366467,0.04135792,0.0
1237651191358685232,133.10044,52.998978,0.04141199,0.0
1237648722311315609,195.68137,0.66385173,0.04072757,0.0
1237648705137672366,237.6007,0.56916892,0.05483134,0.0
1237649962454417519,48.325153,-7.4951313,0.0640671,0.0
1237649962454941712,49.472618,-7.2978286,0.01751257,0.0
1237648703516770428,214.12061,-0.74389339,0.04874202,0.0
1237648722833965080,163.1192,1.0614186,0.03902899,0.0
1237651251513786545,243.12559,48.98355,0.05708054,0.0
1237649918434148467,27.338157,12.715041,0.03350778,0.0
1237648705122074764,201.90897,0.44855942,0.03647168,0.0
1237648720707059790,210.17899,-0.50570135,0.01155612,0.0
1237649920041287864,19.372106,14.702509,0.03783806,0.0
1237651271884538006,123.20822,47.442677,0.03959389,0.0
1237649918971216048,27.874667,13.1317,0.01612927,0.0
1237651191888281850,117.41035,40.186327,0.04050322,0.0
1237651251513852008,243.31203,48.860328,0.0585844,0.0
1237649918969118853,22.92618,13.582151,0.04417825,0.0
1237649918969381002,23.531473,13.491836,0.06150585,0.0
1237648705120763908,198.89888,0.49220969,0.01018117,0.0
1237649954404761730,22.571542,14.655157,0.02388938,0.0
1237649963527504123,46.750031,-6.7551091,0.0286415,0.0
1237651250972852227,231.96064,55.437046,0.01103848,0.0
1237648705130004781,220.1224,0.58409814,0.03717615,0.0
1237648704049053815,203.64812,-0.35324483,0.01264066,0.0
1237648722318000335,210.93446,0.81382506,0.04318966,0.0
1237648722854477942,209.94174,1.0758052,0.04900636,0.0
1237649920041484410,19.783273,14.598786,0.03769785,0.0
1237649920578289724,19.691053,14.993254,0.02292254,0.0
1237648704052527246,211.50592,-0.3105403,0.02454863,0.0
1237651251486916785,133.72318,53.69046,0.03709651,0.0
1237648705129480247,218.8322,0.47573896,0.02956719,0.0
1237648705666285641,218.69062,0.88865081,0.01400038,0.0
1237648705667137705,220.59838,0.90798002,0.03321811,0.0
1237651252589625581,248.57223,45.816873,0.02976407,0.0
1237650369411023073,186.50103,-3.4652753,0.02513707,0.0
1237649963528618035,49.277771,-6.5021555,0.01337015,0.0
1237651272424226960,128.7677,52.831537,0.04453495,0.0
1237651272424226981,128.8935,52.788904,0.04434117,0.0
1237651272424685655,129.80402,53.623531,0.03206512,0.0
1237648703523520869,229.4437,-0.77608796,0.03683984,0.0
1237651252589232316,247.72581,46.590182,0.01834574,0.0
1237651065205096547,181.88912,64.016865,0.0397745,0.0
1237650370486206580,189.77611,-2.5081948,0.02324519,0.0
1237650372088954982,171.73336,-1.3210504,0.0420449,0.0
1237649964065226804,48.561507,-6.0863908,0.02965724,0.0
1237649954404565129,22.166153,14.764953,0.04516766,0.0
1237649920579010661,21.305243,14.872481,0.02124841,0.0
1237651271887290597,129.04642,52.518772,0.02504403,0.0
1237650371552018487,171.66945,-1.6937925,0.0464054,0.0
1237651273515860175,211.92474,65.6189,0.03027663,0.0
1237648722829443259,152.77183,1.2240949,0.03315181,0.0
1237648704597786806,230.74525,0.098947498,0.05835623,0.0
1237648705662943350,211.01543,0.89653006,0.04302335,0.0
1237651271903543463,201.97687,65.841942,0.06636545,0.0
1237651192433017073,133.69815,54.576118,0.04560795,0.0
1237650371552215263,172.14357,-1.6295898,0.04252233,0.0
1237650371558768769,187.02169,-1.6581328,0.03265347,0.0
1237650371559620710,188.97805,-1.853881,0.0229517,0.0
1237651272425799806,132.6443,55.539763,0.04582901,0.0
1237651066810794077,156.72167,62.336522,0.03198027,0.0
1237649954404434068,21.789747,14.776271,0.02144653,0.0
1237651191360061461,136.93329,55.151683,0.04821081,0.0
1237648720167436388,203.91158,-0.92003749,0.07180949,0.0
1237648720693887067,179.9844,-0.54819763,0.02175559,0.0
1237651273489580232,112.59569,37.375169,0.06130618,0.0
1237651066816168026,183.99855,65.219286,0.05857956,0.0
1237648705665368137,216.55409,0.86058722,0.03182086,0.0
1237651249882791949,157.58713,61.263721,0.03070945,0.0
1237651272420098274,120.06498,45.232934,0.05005322,0.0
1237651271882834162,119.89904,44.306736,0.04971321,0.0
1237651273498230982,128.31684,53.856528,0.06444616,0.0
1237651192433934537,136.38131,56.023862,0.02544694,0.0
1237651212287672671,258.7112,57.570314,0.02682439,0.0
1237651249878401048,141.23184,55.896668,0.01102848,0.0
1237651225709445341,258.80328,57.760579,0.02929578,0.0
1237651497367830832,117.47147,44.873152,0.04898029,0.0
1237648721245175992,212.97423,-0.034166789,0.05305798,0.0
1237648721253564588,232.07328,-0.13208279,0.03763708,0.0
1237648720696443065,185.90622,-0.47257176,0.02553847,0.0
1237650371552673805,173.06125,-1.7384112,0.04016173,0.0
1237650372089544801,173.06051,-1.3030137,0.04780681,0.0
1237650760240005233,172.9089,-3.6477442,0.04583211,0.0
1237651212286623828,257.16883,59.81143,0.03085051,0.0
1237651252042727633,219.32666,61.283562,0.05097012,0.0
1237651496293826856,118.00602,44.016641,0.03447212,0.0
1237651274036347015,131.04137,56.25692,0.04661749,0.0
1237651250414157919,137.52281,54.580311,0.013107,0.0
1237651494687801364,128.54119,51.822525,0.0174426,0.0
1237651495225131152,129.40995,52.804517,0.04803457,0.0
1237651212823494770,257.91741,59.995622,0.01674916,0.0
1237651212824019231,258.53766,58.818427,0.02978345,0.0
1237648704591167729,215.61509,0.059059204,0.03167036,0.0
1237648721790304642,231.89703,0.28916359,0.0496016,0.0
1237651753466134783,163.32593,1.9137275,0.03892251,0.0
1237650762393518241,186.80999,-2.0371578,0.02181603,0.0
1237650761850552420,172.88365,-2.3091902,0.01581905,0.0
1237651224098374028,256.24034,58.279921,0.08118252,0.0
1237651192430067927,126.44533,49.573438,0.02375788,0.0
1237651250956664954,157.51785,62.208579,0.04359726,0.0
1237650762386899031,171.60782,-1.8779887,0.03950142,0.0
1237651497368486020,118.68969,46.220276,0.02222792,0.0
1237651298185838753,260.10726,62.60368,0.01204045,0.0
1237651250957058230,159.26135,62.525441,0.02356976,0.0
1237648720676585591,140.54062,-0.53957448,0.05615658,0.0
1237651495761543366,127.67203,52.300685,0.01695366,0.0
1237651274030645668,118.7161,45.82252,0.0216242,0.0
1237651224634392615,255.30407,60.251458,0.0125006,0.0
1237651225170870403,255.59341,61.166534,0.02336253,0.0
1237651225170935989,255.76447,61.043912,0.01141928,0.0
1237651251486916690,133.64421,53.789289,0.03752311,0.0
1237651311607808085,260.68254,62.166096,0.02831566,0.0
1237651538716721352,210.10549,65.218273,0.06760331,0.0
1237652900228563111,40.148553,-8.5471247,0.03754619,0.0
1237652900765237281,39.510918,-8.0716118,0.03875569,0.0
1237652900765237342,39.619469,-8.1060663,0.03018882,0.0
1237648722314264671,202.30771,0.72853512,0.02255641,0.0
1237648721784602712,218.85559,0.33433494,0.03455789,0.0
1237651538722750678,234.29293,57.576258,0.07249121,0.0
1237651539255754998,220.50752,63.330707,0.04093771,0.0
1237651251488096346,136.93376,55.518351,0.04862186,0.0
1237651755076616319,162.91886,3.2195238,0.05651684,0.0
1237651714261844256,249.01466,45.746574,0.03089119,0.0
1237651714798387406,248.86018,46.678376,0.04873817,0.0
1237651714798911731,249.63939,45.629187,0.03079966,0.0
1237651735220781230,181.6316,1.61663,0.01950274,0.0
1237651274036871311,132.48146,57.122006,0.04165288,0.0
1237652942094860517,344.28808,13.188326,0.02298941,0.0
1237648720164421639,196.91121,-0.942444,0.01811249,0.0
1237648720171696336,213.55486,-0.89440061,0.03777667,0.0
1237651753465348105,161.44238,1.9973484,0.01892219,0.0
1237651211215962246,259.92473,52.894996,0.03071878,0.0
1237651211752308921,259.98699,54.290348,0.06189569,0.0
1237651213361348614,260.12331,58.081893,0.05297489,0.0
1237648722843074739,184.01864,1.180449,0.05006852,0.0
1237649961920757814,55.746583,-6.9293038,0.05059385,0.0
1237651252024770644,135.93409,55.59672,0.03725692,0.0
1237651271895744566,158.78755,64.4507,0.03355464,0.0
1237651539799965705,244.45459,52.202247,0.03386733,0.0
1237651539790987493,213.67195,65.643418,0.03244354,0.0
1237651702451601501,128.63644,53.859032,0.03207088,0.0
1237651539793805323,225.74645,62.154161,0.04116976,0.0
1237651539792822387,221.79355,63.424188,0.05186589,0.0
1237651538718556261,218.68967,63.493179,0.03456515,0.0
1237651709969170619,210.83645,-0.54993497,0.02467262,0.0
1237651735757455412,181.1207,1.8941245,0.02129339,0.0
1237651821635960951,216.66152,3.5049999,0.07157274,0.0
1237648705664450617,214.56213,0.89111195,0.02594488,0.0
1237648705127514295,214.36654,0.48281166,0.04997522,0.0
1237648705127448778,214.25699,0.47709014,0.05245277,0.0
1237648704590774409,214.64775,0.15770848,0.05316988,0.0
1237651538186076286,234.19285,56.933413,0.05012789,0.0
1237651714797797585,247.78355,47.783742,0.0290032,0.0
1237651715334078740,247.08744,49.077004,0.03283771,0.0
1237648721254875626,235.16897,-0.15931832,0.07830136,0.0
1237651538186141869,234.37751,56.731122,0.03958993,0.0
1237649918434214029,27.543166,12.723435,0.0169818,0.0
1237651735756865617,179.73468,1.8614386,0.06656279,0.0
1237651822707867749,212.47417,4.5765301,0.03728344,0.0
1237651822708457488,213.84884,4.4085059,0.01927878,0.0
1237651272971190391,166.9733,66.604711,0.03305145,0.0
1237651274042507458,153.75173,65.139919,0.01101215,0.0
1237651251482460467,123.42095,45.993739,0.03999627,0.0
1237651736821235745,158.33767,2.6161296,0.0292512,0.0
1237649962992205998,50.416573,-6.6356145,0.03478168,0.0
1237649962456645729,53.372745,-6.8634177,0.05302468,0.0
1237649961382772816,53.303969,-7.5495817,0.03407234,0.0
1237651496831615081,119.19793,45.887845,0.05613947,0.0
1237651539787710545,195.28532,67.964667,0.06617635,0.0
1237651272422916168,125.72802,50.551769,0.07197647,0.0
1237651737929121942,236.50547,2.7142568,0.01255102,0.0
1237648721755308108,151.89223,0.27724718,0.03345294,0.0
1237651226783580231,261.17483,57.164863,0.03056755,0.0
1237651823245263089,213.80018,4.8720657,0.01947223,0.0
1237651823245263060,213.7899,4.9266668,0.05605765,0.0
1237650371026354278,197.18033,-2.1349417,0.01786219,0.0
1237651190820634755,130.45488,50.786433,0.05439333,0.0
1237651192431902934,130.674,52.746316,0.04482295,0.0
1237651753989964118,133.4197,1.5634967,0.04091009,0.0
1237649963529470103,51.29827,-6.1809461,0.033669,0.0
1237649963529535568,51.380833,-6.1289148,0.03481079,0.0
1237649961917153325,47.412821,-7.8461697,0.01248552,0.0
1237652899152330848,34.468552,-9.798356,0.05457859,0.0
1237652900225875993,33.893157,-9.0936291,0.06946558,0.0
1237652900226007150,34.213319,-8.9639992,0.01319968,0.0
1237652599571546320,335.89247,-8.7744101,0.08169224,0.0
1237651538723930199,237.67556,55.610671,0.03965527,0.0
1237651533335167043,129.40276,52.03332,0.04472718,0.0
1237651271883096328,120.5382,44.706272,0.03192536,0.0
1237651271883686089,121.51475,45.847816,0.03895781,0.0
1237650371024519173,192.98344,-2.077516,0.0228804,0.0
1237651191357636644,130.38379,51.246301,0.01693749,0.0
1237651190284157119,131.94949,51.233891,0.0486395,0.0
1237651752399667275,179.85256,1.4340526,0.04717178,0.0
1237651192423776639,114.89731,37.751534,0.0305262,0.0
1237651736305402018,206.47598,2.2506552,0.03305202,0.0
1237651752926249022,156.43787,1.4369974,0.03427892,0.0
1237651752400453742,181.6641,1.2842449,0.01802161,0.0
1237651752400584794,181.99998,1.3959337,0.03743411,0.0
1237651735772921988,216.40869,1.6004296,0.0385837,0.0
1237651271883817175,121.74253,46.139437,0.03319876,0.0
1237651274043097237,156.5153,65.891957,0.03459121,0.0
1237651191887691953,116.57842,39.066851,0.01281121,0.0
1237651735777509473,226.99709,1.2317371,0.03512064,0.0
1237651735777706302,227.41853,1.3862236,0.02830653,0.0
1237648720167502083,204.0611,-1.0402326,0.05944515,0.0
1237650371562176650,194.85969,-1.782809,0.08311169,0.0
1237653588481212477,119.98466,39.770248,0.01329768,0.0
1237651754001170530,159.13282,2.3622226,0.05040428,0.0
1237652942634090724,349.81541,13.901923,0.05257929,0.0
1237651736305533085,206.73826,2.1144845,0.04860554,0.0
1237651539251429538,198.82265,67.176309,0.01931784,0.0
1237651272421212462,122.39805,47.34127,0.0532065,0.0
1237652943171879101,351.92856,14.544739,0.03106217,0.0
1237652942634549470,350.86125,14.131649,0.04176776,0.0
1237652943160082682,324.44867,11.427601,0.04558233,0.0
1237650760785723444,193.27487,-3.216373,0.02272306,0.0
1237650761322332240,192.67685,-2.8254005,0.04711584,0.0
1237650372099244132,195.22706,-1.3466763,0.0227401,0.0
1237651822717305106,234.16397,3.3603411,0.03230401,0.0
1237648705659470004,203.1619,0.87047116,0.03443846,0.0
1237651538714034246,195.55798,67.081896,0.02794317,0.0
1237652615669022745,26.202078,-10.457454,0.04333655,0.0
1237652616741650437,23.510558,-9.7741569,0.04077408,0.0
1237653500434776156,42.068808,-8.9298404,0.01632354,0.0
1237653500434841616,42.077324,-8.9604657,0.03659329,0.0
1237653500434382963,41.169379,-9.12654,0.02348465,0.0
1237649961384739017,57.729582,-7.0606478,0.02840531,0.0
1237651495224475805,127.60369,51.703379,0.03785636,0.0
1237651753485861130,208.33822,2.0529284,0.03257524,0.0
1237651753463578764,157.4214,1.9200283,0.0417973,0.0
1237650760786378834,194.77093,-3.1457537,0.04739839,0.0
1237650762396467332,193.56825,-2.0345676,0.01647883,0.0
1237651737907757147,187.55039,3.5777673,0.0174754,0.0
1237651737370558602,186.88016,3.2597341,0.04874489,0.0
1237651538167529639,145.30392,61.061305,0.0264958,0.0
1237648722834686003,164.77444,1.1820687,0.03894255,0.0
1237651755074977883,159.14711,3.2403073,0.0281209,0.0
1237653471442829323,40.749255,-8.2895254,0.03156169,0.0
1237651753485271137,206.97371,1.9136063,0.04166552,0.0
1237651273494364243,120.19927,46.690528,0.01938137,0.0
1237651495761412288,127.27983,52.031982,0.01766613,0.0
1237651735764336801,196.82883,2.003485,0.01940175,0.0
1237651538166612055,141.81529,59.860304,0.04458258,0.0
1237651537633673277,158.82997,64.177491,0.04108129,0.0
1237651537635770479,169.41794,65.749965,0.05362803,0.0
1237651538708332695,162.66601,65.727219,0.01133936,0.0
1237651737371148472,188.20739,3.2999091,0.01662258,0.0
1237651737383534789,216.47451,2.8740945,0.0270868,0.0
1237651539244023910,156.34858,64.998681,0.02960964,0.0
1237651753485729911,208.11732,1.94504,0.03252093,0.0
1237651755074453650,157.98549,3.0817351,0.02056946,0.0
1237650369407025361,177.38474,-3.4761819,0.02700715,0.0
1237649962993975369,54.495293,-6.2706183,0.02209365,0.0
1237652900751999067,9.0083135,-9.8885209,0.0164365,0.0
1237652629639790728,10.121092,-10.305486,0.02701749,0.0
1237652944243720398,347.37943,15.007003,0.02330641,0.0
1237652944244703464,349.6509,15.299664,0.0256086,0.0
1237652944245358749,351.22943,15.322127,0.04211846,0.0
1237651822173814992,219.00039,3.8999143,0.02848889,0.0
1237651822173618188,218.45142,3.9568679,0.02925864,0.0
1237651539246055429,166.6831,66.852697,0.0329846,0.0
1237651540315013214,143.20524,62.336744,0.02557743,0.0
1237650369407090741,177.41006,-3.508246,0.0287441,0.0
1237653614794178781,134.75136,52.570335,0.0287136,0.0
1237651754010476632,180.33451,2.5238416,0.02097514,0.0
1237651754022535382,207.99871,2.46994,0.02224085,0.0
1237651754022600725,208.06076,2.3595414,0.02371047,0.0
1237651754022600952,208.05066,2.4037299,0.02375588,0.0
1237652600649547917,345.75967,-8.6370813,0.0320247,0.0
1237652899691495566,39.690192,-9.0535664,0.02456265,0.0
1237652901289525406,10.520954,-9.5344476,0.05280381,0.0
1237650369406894091,176.94155,-3.3199066,0.02720108,0.0
1237652598501146795,343.59294,-10.173852,0.03248088,0.0
1237651736301404185,197.31294,2.3476447,0.05682614,0.0
1237651754025091254,213.76714,2.285253,0.05060089,0.0
1237651822708654280,214.38396,4.5621195,0.02649708,0.0
1237651821636485310,217.86471,3.4177592,0.05660537,0.0
1237651822173552694,218.32299,3.9033936,0.02955257,0.0
1237653588484882667,127.05917,46.467335,0.03948309,0.0
1237651735229235463,200.91964,1.3618085,0.05677432,0.0
1237651272424882309,130.33526,53.93868,0.03160603,0.0
1237651753489924169,217.67638,1.881444,0.03379562,0.0
1237651753490448566,218.84871,1.8634538,0.05150101,0.0
1237651753998352555,152.61611,2.2282206,0.02159544,0.0
1237653650763939962,6.4020773,14.115291,0.01752605,0.0
1237651735767285877,203.52534,1.7544762,0.03161243,0.0
1237652899690250346,36.739711,-9.2662769,0.01643706,0.0
1237652598500294777,341.54564,-10.171896,0.03304729,0.0
1237652600097669270,311.3127,-5.6227449,0.02732559,0.0
1237652600097669636,311.41573,-5.589991,0.02698238,0.0
1237652600097996968,312.05634,-5.7949404,0.02025591,0.0
1237652600102257002,321.74105,-7.0215343,0.02465558,0.0
1237651735765188765,198.83981,1.9275559,0.03455445,0.0
1237652901826134092,9.8790062,-9.0396687,0.08491473,0.0
1237652900758814841,24.853679,-9.4011872,0.02502348,0.0
1237652901832294517,24.210838,-8.5562727,0.04060319,0.0
1237652901832753256,25.25533,-8.3906585,0.07464909,0.0
1237652900222926997,27.148929,-9.5218848,0.03580168,0.0
1237652901295554671,24.459372,-8.9805426,0.04061647,0.0
1237652600097341599,310.55285,-5.578594,0.02854517,0.0
1237653651839975466,11.830816,14.703501,0.0390731,0.0
1237653651304022172,14.008334,14.230346,0.03976679,0.0
1237651754549706790,185.70667,3.1040338,0.02109787,0.0
1237651737378816139,205.63552,3.0821272,0.04325163,0.0
1237651735778492645,229.17666,1.2621463,0.03787401,0.0
1237651735778820376,229.95013,1.3122168,0.05184051,0.0
1237651736302715073,200.27616,2.2829179,0.03985777,0.0
1237651736303304768,201.66158,2.3137322,0.02235525,0.0
1237650370481815673,179.68491,-2.6455411,0.02116951,0.0
1237652600109662317,338.77921,-8.765382,0.02383958,0.0
1237651823246704814,217.08872,4.7350574,0.02813862,0.0
1237653652923023564,33.874568,13.859233,0.02193304,0.0
1237653652377960576,14.424508,15.068049,0.0182259,0.0
1237651736854659572,234.78592,1.9887763,0.04893825,0.0
1237651822173552809,218.29045,3.9466578,0.02928438,0.0
1237652900223909957,29.376884,-9.462372,0.01789778,0.0
1237652616741519447,23.279593,-9.7831968,0.01767544,0.0
1237651755086839942,186.38328,3.4379591,0.02621968,0.0
1237651755098767633,213.6775,3.1094403,0.02611738,0.0
1237651821097713831,213.53709,3.2252848,0.02683264,0.0
1237651821097779258,213.63355,3.1902588,0.02685711,0.0
1237653472514605178,36.175677,-7.9468885,0.05380847,0.0
1237651736309334061,215.46394,2.0311808,0.02553273,0.0
1237652947993427976,10.715778,-9.6299499,0.0195057,0.0
1237650795681677572,142.83144,-0.34440606,0.04726655,0.0
1237651823246770413,217.26277,4.6783832,0.02691096,0.0
1237653612109037665,134.9658,49.769649,0.05054451,0.0
1237651496830501270,117.23976,43.786577,0.03144337,0.0
1237651736854462530,234.31141,1.903808,0.05794812,0.0
1237651737378619451,205.24577,3.0695097,0.02321923,0.0
1237651821640220816,226.37751,3.0873789,0.04435925,0.0
1237652936180433072,317.11203,-5.8193679,0.02786123,0.0
1237652946381635654,7.9865179,-11.015802,0.05472378,0.0
1237652948529643599,9.3152816,-9.3365361,0.01957086,0.0
1237653472514670623,36.346738,-7.8401569,0.05412569,0.0
1237650761316368451,179.00237,-2.720071,0.02030675,0.0
1237652944781377607,349.16359,15.587856,0.0389228,0.0
1237651533873021057,131.16726,53.951127,0.0239134,0.0
1237651755087429961,187.72943,3.4918519,0.01744784,0.0
1237651823249391627,223.14677,4.5458827,0.02857427,0.0
1237652901834063977,28.20509,-8.2659698,0.01723882,0.0
1237652900761108627,30.130998,-9.034827,0.04933051,0.0
1237653665249755406,129.2472,1.7920371,0.01316113,0.0
1237651752933589144,173.22029,1.8140044,0.07479619,0.0
1237654029787660428,162.27623,2.2241458,0.0354887,0.0
1237651736311759004,220.95548,1.9259905,0.07852156,0.0
1237650762923442202,170.89667,-1.565725,0.04463125,0.0
1237652629095055487,351.81051,-10.388221,0.06529566,0.0
1237652900743938110,350.34801,-9.5263766,0.06955349,0.0
1237652935648477481,328.33167,-7.4998531,0.03438032,0.0
1237651249884627014,166.16228,62.749013,0.04415934,0.0
1237651538715541681,204.01093,66.302537,0.01023845,0.0
1237651752944468112,198.01601,1.645576,0.0290172,0.0
1237651752934506550,175.26506,1.7255316,0.04059508,0.0
1237654028714967126,164.73846,1.4369336,0.04148191,0.0
1237652942102331552,1.7566396,14.106587,0.01808515,0.0
1237653651308871769,25.42995,13.675794,0.04532563,0.0
1237651249895440478,218.57071,59.65815,0.02900489,0.0
1237651753481142324,197.58074,2.0259656,0.01836887,0.0
1237651752932606087,170.9608,1.7342966,0.01996479,0.0
1237648705657765929,199.29554,0.91357256,0.08058354,0.0
1237651752924217530,151.70618,1.4572952,0.04634147,0.0
1237651754008313972,175.4674,2.5819479,0.01977145,0.0
1237652942632124708,345.19251,13.618891,0.02420986,0.0
1237652901297586261,29.158238,-8.7202335,0.05346191,0.0
1237652901835243636,30.925593,-8.1056167,0.03296839,0.0
1237651752933851291,173.8164,1.6386976,0.02537999,0.0
1237651754017947768,197.42429,2.4579514,0.05677389,0.0
1237651737384452177,218.65537,2.8823942,0.02929267,0.0
1237652943700951370,333.54276,13.27884,0.02444406,0.0
1237652935641071634,311.31082,-5.4843002,0.02687676,0.0
1237654389493596184,123.10167,40.743809,0.02347464,0.0
1237651754542432354,169.07211,2.8888248,0.02984193,0.0
1237651754542563419,169.35544,2.969712,0.04565254,0.0
1237651754543022283,170.41676,2.9639747,0.03198593,0.0
1237651754533978173,149.77296,2.636084,0.07904802,0.0
1237654391103291415,120.13811,39.840012,0.02808905,0.0
1237651251517259878,250.06471,42.690023,0.05987933,0.0
1237651252053672259,249.52511,43.826128,0.03027574,0.0
1237651754543218726,170.93574,3.0051956,0.05092679,0.0
1237651753481732151,198.87812,2.0697709,0.03436721,0.0
1237654398626496607,219.33314,59.801629,0.04714905,0.0
1237654399699452011,217.05423,61.187713,0.03681741,0.0
1237652943701344521,334.43309,13.320323,0.06707725,0.0
1237651715334209559,247.34378,48.871021,0.03566286,0.0
1237651715334209706,247.23962,48.737024,0.03406378,0.0
1237651250431852702,217.05657,60.630934,0.02745254,0.0
1237651250969116836,219.00174,60.48445,0.04942466,0.0
1237651250974556331,237.06591,52.809851,0.05204977,0.0
